"","Drug","log2MIC","Gene","log2FC"
"7182","KasA",3,"gene129",-3.308516768
"7183","Etha",-3,"gene129",0.52824811
"7184","Etha",-2,"gene129",0.697204941
"7185","Etha",-1,"gene129",2.147461769
"7186","Etha",0,"gene129",2.300492335
"7187","Etha",1,"gene129",0.205979716
"7188","Etha",2,"gene129",-0.77717021
"7189","Etha",3,"gene129",-0.704296964
"7190","Cipro",-3,"gene129",0.228223642
"7191","Cipro",-2,"gene129",0.720210756
"7192","Cipro",-1,"gene129",0.776619571
"7193","Cipro",0,"gene129",1.386581053
"7194","Cipro",1,"gene129",1.723845638
"7195","Cipro",2,"gene129",3.385677123
"7196","Cipro",3,"gene129",-0.999256534
"7197","Levo",-3,"gene129",0.145563579
"7198","Levo",-2,"gene129",1.097651912
"7199","Levo",-1,"gene129",1.300924856
"7200","Levo",0,"gene129",1.257250752
"7201","Levo",1,"gene129",-1.52718321
"7202","Levo",2,"gene129",-1.206671258
"7203","Levo",3,"gene129",-3.564825544
"7204","PAS",-3,"gene129",0.591393036
"7205","PAS",-2,"gene129",0.90905555
"7206","PAS",-1,"gene129",0.54054267
"7207","PAS",0,"gene129",0.920076456
"7208","PAS",1,"gene129",1.588591752
"7209","PAS",2,"gene129",2.251538767
"7210","PAS",3,"gene129",1.14962544
"7211","Line",-3,"gene129",-0.854754273
"7212","Line",-2,"gene129",-1.846824937
"7213","Line",-1,"gene129",-1.782557082
"7214","Line",0,"gene129",-1.203039038
"7215","Line",1,"gene129",-2.064947728
"7216","Line",2,"gene129",-2.082013942
"7217","Line",3,"gene129",-1.615548203
"7218","Rif",-3,"gene129",0.086133673
"7219","Rif",-2,"gene129",0.495073978
"7220","Rif",-1,"gene129",-0.010259279
"7221","Rif",0,"gene129",-0.188464625
"7222","Rif",1,"gene129",-0.989844638
"7223","Rif",2,"gene129",-1.635115998
"7224","Rif",3,"gene129",-3.04548418
"7225","Ethi",-3,"gene130",-0.312412601
"7226","Ethi",-2,"gene130",-0.523245475
"7227","Ethi",-1,"gene130",0.37424552
"7228","Ethi",0,"gene130",0.100098259
"7229","Ethi",1,"gene130",0.00841583
"7230","Ethi",2,"gene130",-0.437611191
"7231","Ethi",3,"gene130",-1.274318597
"7232","KasA",-3,"gene130",-0.370539293
"7233","KasA",-2,"gene130",0.003149771
"7234","KasA",-1,"gene130",-0.506544799
"7235","KasA",0,"gene130",-1.115262547
"7236","KasA",1,"gene130",-1.034215715
"7237","KasA",2,"gene130",-1.392493544
"7238","KasA",3,"gene130",-3.452738208
"7239","Etha",-3,"gene130",0.581791924
"7240","Etha",-2,"gene130",0.800169422
"7241","Etha",-1,"gene130",2.242680433
"7242","Etha",0,"gene130",2.244827275
"7243","Etha",1,"gene130",0.355831234
"7244","Etha",2,"gene130",-0.50368432
"7245","Etha",3,"gene130",-0.466449607
"7246","Cipro",-3,"gene130",0.262122623
"7247","Cipro",-2,"gene130",0.747494239
"7248","Cipro",-1,"gene130",0.948311689
"7249","Cipro",0,"gene130",1.513591824
"7250","Cipro",1,"gene130",1.840413839
"7251","Cipro",2,"gene130",3.308424412
"7252","Cipro",3,"gene130",-1.168952039
"7253","Levo",-3,"gene130",0.022318379
"7254","Levo",-2,"gene130",0.948326799
"7255","Levo",-1,"gene130",1.105509551
"7256","Levo",0,"gene130",1.127537691
"7257","Levo",1,"gene130",-1.788323801
"7258","Levo",2,"gene130",-1.397858758
"7259","Levo",3,"gene130",-4.007121167
"7260","PAS",-3,"gene130",0.374160792
"7261","PAS",-2,"gene130",0.763764754
"7262","PAS",-1,"gene130",0.410813989
"7263","PAS",0,"gene130",0.767561095
"7264","PAS",1,"gene130",1.370023826
"7265","PAS",2,"gene130",2.016263903
"7266","PAS",3,"gene130",0.800022783
"7267","Line",-3,"gene130",-0.918621892
"7268","Line",-2,"gene130",-2.093349426
"7269","Line",-1,"gene130",-1.819416204
"7270","Line",0,"gene130",-1.140730793
"7271","Line",1,"gene130",-1.884145207
"7272","Line",2,"gene130",-2.255787127
"7273","Line",3,"gene130",-1.782919205
"7274","Rif",-3,"gene130",0.129808629
"7275","Rif",-2,"gene130",0.446714524
"7276","Rif",-1,"gene130",-0.062098833
"7277","Rif",0,"gene130",-0.305653383
"7278","Rif",1,"gene130",-1.04551784
"7279","Rif",2,"gene130",-1.737999661
"7280","Rif",3,"gene130",-2.967766897
"7281","Ethi",-3,"gene131",-0.355260154
"7282","Ethi",-2,"gene131",-0.430270672
"7283","Ethi",-1,"gene131",0.394470513
"7284","Ethi",0,"gene131",0.095672094
"7285","Ethi",1,"gene131",-0.053871161
"7286","Ethi",2,"gene131",-0.50043669
"7287","Ethi",3,"gene131",-1.377643742
"7288","KasA",-3,"gene131",-0.340624189
"7289","KasA",-2,"gene131",0.030745987
"7290","KasA",-1,"gene131",-0.458161685
"7291","KasA",0,"gene131",-0.963661059
"7292","KasA",1,"gene131",-0.886474212
"7293","KasA",2,"gene131",-1.358786516
"7294","KasA",3,"gene131",-3.161654048
"7295","Etha",-3,"gene131",0.516905956
"7296","Etha",-2,"gene131",0.78283474
"7297","Etha",-1,"gene131",2.100749773
"7298","Etha",0,"gene131",2.314534242
"7299","Etha",1,"gene131",0.206407238
"7300","Etha",2,"gene131",-0.779029654
"7301","Etha",3,"gene131",-0.630175078
"7302","Cipro",-3,"gene131",0.289451417
"7303","Cipro",-2,"gene131",0.710617065
"7304","Cipro",-1,"gene131",0.838645096
"7305","Cipro",0,"gene131",1.395257232
"7306","Cipro",1,"gene131",1.714425416
"7307","Cipro",2,"gene131",3.176648424
"7308","Cipro",3,"gene131",-1.454985714
"7309","Levo",-3,"gene131",0.00031355
"7310","Levo",-2,"gene131",0.902102246
"7311","Levo",-1,"gene131",1.127854757
"7312","Levo",0,"gene131",1.013576815
"7313","Levo",1,"gene131",-2.269176984
"7314","Levo",2,"gene131",-1.627499178
"7315","Levo",3,"gene131",-3.035256018
"7316","PAS",-3,"gene131",0.477841368
"7317","PAS",-2,"gene131",0.838852114
"7318","PAS",-1,"gene131",0.468146221
"7319","PAS",0,"gene131",0.807075838
"7320","PAS",1,"gene131",1.412729556
"7321","PAS",2,"gene131",2.051852976
"7322","PAS",3,"gene131",0.894553273
"7323","Line",-3,"gene131",-0.936855673
"7324","Line",-2,"gene131",-1.93796161
"7325","Line",-1,"gene131",-1.799653685
"7326","Line",0,"gene131",-1.228891394
"7327","Line",1,"gene131",-2.023252877
"7328","Line",2,"gene131",-2.073411925
"7329","Line",3,"gene131",-1.61123673
"7330","Rif",-3,"gene131",0.064887564
"7331","Rif",-2,"gene131",0.489500082
"7332","Rif",-1,"gene131",-0.007583059
"7333","Rif",0,"gene131",-0.174470052
"7334","Rif",1,"gene131",-1.107021105
"7335","Rif",2,"gene131",-1.705334326
"7336","Rif",3,"gene131",-3.009634771
"7337","Ethi",-3,"gene132",-0.4482055
"7338","Ethi",-2,"gene132",-0.826317152
"7339","Ethi",-1,"gene132",0.365336545
"7340","Ethi",0,"gene132",-0.022903921
"7341","Ethi",1,"gene132",-0.204737797
"7342","Ethi",2,"gene132",-1.769133875
"7343","Ethi",3,"gene132",-1.324275611
"7344","KasA",-3,"gene132",-0.219005715
"7345","KasA",-2,"gene132",0.23492003
"7346","KasA",-1,"gene132",-0.31388733
"7347","KasA",0,"gene132",-0.900083958
"7348","KasA",1,"gene132",-1.081987931
"7349","KasA",2,"gene132",-1.868108397
"7350","KasA",3,"gene132",-3.336055982
"7351","Etha",-3,"gene132",0.413732269
"7352","Etha",-2,"gene132",0.633170851
"7353","Etha",-1,"gene132",1.897211769
"7354","Etha",0,"gene132",2.826408455
"7355","Etha",1,"gene132",0.945000147
"7356","Etha",2,"gene132",-0.428095377
"7357","Etha",3,"gene132",-0.430139398
"7358","Cipro",-3,"gene132",0.244835395
"7359","Cipro",-2,"gene132",0.823727892
"7360","Cipro",-1,"gene132",0.783269913
"7361","Cipro",0,"gene132",1.311419079
"7362","Cipro",1,"gene132",1.375390383
"7363","Cipro",2,"gene132",3.336839262
"7364","Cipro",3,"gene132",-0.701516758
"7365","Levo",-3,"gene132",-0.320715099
"7366","Levo",-2,"gene132",0.704863111
"7367","Levo",-1,"gene132",0.816713946
"7368","Levo",0,"gene132",0.312847476
"7369","Levo",1,"gene132",-1.360888082
"7370","Levo",2,"gene132",-1.71057687
"7371","Levo",3,"gene132",-3.626512605
"7372","PAS",-3,"gene132",0.567594609
"7373","PAS",-2,"gene132",0.976436692
"7374","PAS",-1,"gene132",0.66838344
"7375","PAS",0,"gene132",0.78873843
"7376","PAS",1,"gene132",1.109929554
"7377","PAS",2,"gene132",0.899115617
"7378","PAS",3,"gene132",0.539786362
"7379","Line",-3,"gene132",-1.065856034
"7380","Line",-2,"gene132",-2.166471851
"7381","Line",-1,"gene132",-1.679175157
"7382","Line",0,"gene132",-1.56231867
"7383","Line",1,"gene132",-2.23143591
"7384","Line",2,"gene132",-1.896414633
"7385","Line",3,"gene132",-1.784388015
"7386","Rif",-3,"gene132",-0.303783637
"7387","Rif",-2,"gene132",0.158736267
"7388","Rif",-1,"gene132",-0.313631423
"7389","Rif",0,"gene132",-0.498797818
"7390","Rif",1,"gene132",-1.179851309
"7391","Rif",2,"gene132",-1.595726854
"7392","Rif",3,"gene132",-2.514507138
"7393","Ethi",-3,"gene133",-0.484613437
"7394","Ethi",-2,"gene133",-0.517481886
"7395","Ethi",-1,"gene133",0.196430833
"7396","Ethi",0,"gene133",-0.013748904
"7397","Ethi",1,"gene133",-0.093577928
"7398","Ethi",2,"gene133",-0.109130176
"7399","Ethi",3,"gene133",-0.392652617
"7400","KasA",-3,"gene133",-0.23554149
"7401","KasA",-2,"gene133",0.221828779
"7402","KasA",-1,"gene133",-0.222511964
"7403","KasA",0,"gene133",-0.560428094
"7404","KasA",1,"gene133",-0.31005326
"7405","KasA",2,"gene133",-0.507894569
"7406","KasA",3,"gene133",-1.272749561
"7407","Etha",-3,"gene133",0.727315424
"7408","Etha",-2,"gene133",1.26216295
"7409","Etha",-1,"gene133",3.206021025
"7410","Etha",0,"gene133",3.12309675
"7411","Etha",1,"gene133",1.174718269
"7412","Etha",2,"gene133",0.550829302
"7413","Etha",3,"gene133",0.569077745
"7414","Cipro",-3,"gene133",0.298610208
"7415","Cipro",-2,"gene133",0.92166125
"7416","Cipro",-1,"gene133",0.860427372
"7417","Cipro",0,"gene133",1.41185692
"7418","Cipro",1,"gene133",1.523889347
"7419","Cipro",2,"gene133",3.526867529
"7420","Cipro",3,"gene133",0.602605462
"7421","Levo",-3,"gene133",0.235739613
"7422","Levo",-2,"gene133",1.015620696
"7423","Levo",-1,"gene133",1.067853092
"7424","Levo",0,"gene133",1.18333031
"7425","Levo",1,"gene133",-0.613098614
"7426","Levo",2,"gene133",-1.065004067
"7427","Levo",3,"gene133",-3.179862898
"7428","PAS",-3,"gene133",0.542278106
"7429","PAS",-2,"gene133",1.005330981
"7430","PAS",-1,"gene133",0.742695606
"7431","PAS",0,"gene133",0.991966411
"7432","PAS",1,"gene133",1.630522772
"7433","PAS",2,"gene133",2.673642227
"7434","PAS",3,"gene133",2.297827641
"7435","Line",-3,"gene133",-0.968680237
"7436","Line",-2,"gene133",-1.79661152
"7437","Line",-1,"gene133",-1.611358235
"7438","Line",0,"gene133",-0.018705072
"7439","Line",1,"gene133",-0.548398768
"7440","Line",2,"gene133",-0.978140566
"7441","Line",3,"gene133",-1.590479506
"7442","Rif",-3,"gene133",0.074737317
"7443","Rif",-2,"gene133",0.420136696
"7444","Rif",-1,"gene133",-0.142839325
"7445","Rif",0,"gene133",0.337135473
"7446","Rif",1,"gene133",-0.500525398
"7447","Rif",2,"gene133",-0.420967388
"7448","Rif",3,"gene133",-1.208281464
"7449","Ethi",-3,"gene134",-0.404229129
"7450","Ethi",-2,"gene134",-1.053930923
"7451","Ethi",-1,"gene134",0.547385268
"7452","Ethi",0,"gene134",-0.086248425
"7453","Ethi",1,"gene134",-0.353312334
"7454","Ethi",2,"gene134",-1.209544678
"7455","Ethi",3,"gene134",-1.531719156
"7456","KasA",-3,"gene134",-0.628383771
"7457","KasA",-2,"gene134",-0.181223141
"7458","KasA",-1,"gene134",-0.868843276
"7459","KasA",0,"gene134",-1.603908691
"7460","KasA",1,"gene134",-1.937991471
"7461","KasA",2,"gene134",-1.674298019
"7462","KasA",3,"gene134",-3.060968598
"7463","Etha",-3,"gene134",0.282003723
"7464","Etha",-2,"gene134",0.137649854
"7465","Etha",-1,"gene134",1.052460481
"7466","Etha",0,"gene134",0.868091868
"7467","Etha",1,"gene134",-0.936316205
"7468","Etha",2,"gene134",-1.613156471
"7469","Etha",3,"gene134",-1.296536161
"7470","Cipro",-3,"gene134",0.467053011
"7471","Cipro",-2,"gene134",0.995704983
"7472","Cipro",-1,"gene134",0.833144437
"7473","Cipro",0,"gene134",1.586235532
"7474","Cipro",1,"gene134",1.512325307
"7475","Cipro",2,"gene134",2.329152993
